action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,141618,[],CHEMBL763744,Tested in vitro for inhibitory activity against Protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(c2nccs2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12,,,CHEMBL1135165,Bioorg Med Chem Lett,2002,"{'bei': '10.25', 'le': '0.20', 'lle': '2.51', 'sei': '6.03'}",CHEMBL45799,,CHEMBL45799,5.68,0,http://www.openphacts.org/units/Nanomolar,79002,=,1,1,=,,IC50,nM,,2100.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,2.1
,,144106,[],CHEMBL763744,Tested in vitro for inhibitory activity against Protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12,,,CHEMBL1135165,Bioorg Med Chem Lett,2002,"{'bei': '12.01', 'le': '0.23', 'lle': '4.03', 'sei': '6.58'}",CHEMBL299435,,CHEMBL299435,6.47,1,http://www.openphacts.org/units/Nanomolar,78998,=,1,1,=,,IC50,nM,,340.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.34
,,144107,[],CHEMBL763744,Tested in vitro for inhibitory activity against Protease,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(c2ccc([N+](=O)[O-])cc2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12,,,CHEMBL1135165,Bioorg Med Chem Lett,2002,"{'bei': '7.41', 'le': '0.14', 'lle': '0.77', 'sei': '3.53'}",CHEMBL48639,,CHEMBL48639,4.39,0,http://www.openphacts.org/units/Nanomolar,78992,=,1,1,=,,IC50,nM,,41000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,41.0
,,184082,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)sc2ccccc12,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,,CHEMBL58311,,CHEMBL58311,,0,http://www.openphacts.org/units/Nanomolar,231532,>,1,1,>,,IC50,nM,,34000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,34.0
,,188104,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(-c2cc(=O)c3ccccc3s2)cc1,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,,CHEMBL421075,,CHEMBL421075,,0,http://www.openphacts.org/units/Nanomolar,231540,>,1,1,>,,IC50,nM,,34000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,34.0
,,190505,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccnc2)sc2ccccc12,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,,CHEMBL123060,,CHEMBL123060,,0,http://www.openphacts.org/units/Nanomolar,231531,>,1,1,>,,IC50,nM,,34000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,34.0
,,191773,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(C2=CC(=O)c3ccccc3S2(=O)=O)cc1,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '20.09', 'le': '0.42', 'lle': '4.90', 'sei': '8.20'}",CHEMBL122115,,CHEMBL122115,7.00,0,http://www.openphacts.org/units/Nanomolar,231539,=,1,1,=,,IC50,nM,,100.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.1
,,192875,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)[s+]([O-])c2ccccc12,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '19.66', 'le': '0.38', 'lle': '1.41', 'sei': '12.46'}",CHEMBL123391,,CHEMBL123391,5.00,0,http://www.openphacts.org/units/Nanomolar,231546,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,10.0
,,195193,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2cccs2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '22.93', 'le': '0.48', 'lle': '3.58', 'sei': '12.38'}",CHEMBL333186,,CHEMBL333186,6.34,0,http://www.openphacts.org/units/Nanomolar,231537,=,1,1,=,,IC50,nM,,460.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.46
,,197435,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '22.90', 'le': '0.45', 'lle': '4.61', 'sei': '7.65'}",CHEMBL121931,,CHEMBL121931,7.22,0,http://www.openphacts.org/units/Nanomolar,231538,=,1,1,=,,IC50,nM,,60.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.06
,,197436,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc2c1S(=O)(=O)C(c1ccc([N+](=O)[O-])cc1)=CC2=O,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '21.13', 'le': '0.41', 'lle': '4.05', 'sei': '7.38'}",CHEMBL332411,,CHEMBL332411,6.96,0,http://www.openphacts.org/units/Nanomolar,231544,=,1,1,=,,IC50,nM,,110.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.11
,,198588,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1ccc2c(c1)C(=O)C=C(c1ccc([N+](=O)[O-])cc1)S2(=O)=O,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '17.41', 'le': '0.34', 'lle': '3.96', 'sei': '5.59'}",CHEMBL120448,,CHEMBL120448,6.75,0,http://www.openphacts.org/units/Nanomolar,231541,=,1,1,=,,IC50,nM,,180.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.18
,,199876,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2ccncc2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '25.80', 'le': '0.50', 'lle': '4.91', 'sei': '10.92'}",CHEMBL124175,,CHEMBL124175,7.00,0,http://www.openphacts.org/units/Nanomolar,231529,=,1,1,=,,IC50,nM,,100.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.1
,,201192,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2ccc(-c3ccccc3)cc2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '20.85', 'le': '0.39', 'lle': '2.86', 'sei': '14.10'}",CHEMBL263745,,CHEMBL263745,7.22,0,http://www.openphacts.org/units/Nanomolar,231535,=,1,1,=,,IC50,nM,,60.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.06
,,201193,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC1=CC(=O)c2ccccc2S1(=O)=O,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '20.02', 'le': '0.40', 'lle': '1.95', 'sei': '11.43'}",CHEMBL421093,,CHEMBL421093,5.85,0,http://www.openphacts.org/units/Nanomolar,231534,=,1,1,=,,IC50,nM,,1400.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.4
,,202368,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cccc2c1S(=O)(=O)C(c1ccc([N+](=O)[O-])cc1)=CC2=O,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '18.87', 'le': '0.37', 'lle': '3.01', 'sei': '7.15'}",CHEMBL123109,,CHEMBL123109,6.75,0,http://www.openphacts.org/units/Nanomolar,231543,=,1,1,=,,IC50,nM,,180.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.18
,,203504,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2ccccc2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '21.55', 'le': '0.42', 'lle': '3.12', 'sei': '11.37'}",CHEMBL122199,,CHEMBL122199,5.82,0,http://www.openphacts.org/units/Nanomolar,231533,=,1,1,=,,IC50,nM,,1500.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.5
,,204767,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2ccsc2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,,CHEMBL124172,,CHEMBL124172,,0,http://www.openphacts.org/units/Nanomolar,231536,>,1,1,>,,IC50,nM,,34000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,34.0
,,209464,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc2c1C(=O)C=C(c1ccc([N+](=O)[O-])cc1)S2(=O)=O,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '21.26', 'le': '0.42', 'lle': '4.09', 'sei': '7.42'}",CHEMBL123989,,CHEMBL123989,7.00,0,http://www.openphacts.org/units/Nanomolar,231542,=,1,1,=,,IC50,nM,,100.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.1
,,213035,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2cccnc2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '24.69', 'le': '0.48', 'lle': '4.61', 'sei': '10.45'}",CHEMBL331182,,CHEMBL331182,6.70,0,http://www.openphacts.org/units/Nanomolar,231530,=,1,1,=,,IC50,nM,,200.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.2
,,214155,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2ccc[n+]([O-])c2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '21.66', 'le': '0.42', 'lle': '4.89', 'sei': '7.96'}",CHEMBL333256,,CHEMBL333256,6.22,0,http://www.openphacts.org/units/Nanomolar,231527,=,1,1,=,,IC50,nM,,600.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.6
,,215324,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=C(c2cc[n+]([O-])cc2)S(=O)(=O)c2ccccc21,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,"{'bei': '21.66', 'le': '0.42', 'lle': '4.89', 'sei': '7.96'}",CHEMBL333761,,CHEMBL333761,6.22,0,http://www.openphacts.org/units/Nanomolar,231528,=,1,1,=,,IC50,nM,,600.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.6
,,220166,[],CHEMBL766329,Inhibitory activity against human cytomegalovirus (HCMV) protease was evaluated,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)C1=CC(=O)c2ccccc2S1(=O)=O,,,CHEMBL1130727,Bioorg Med Chem Lett,1998,,CHEMBL123991,,CHEMBL123991,,0,http://www.openphacts.org/units/Nanomolar,231545,>,1,1,>,,IC50,nM,,34000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,34.0
,,346427,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2CCC2)[C@H]2CCN(C(=O)OCc3ccccc3)C12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '12.61', 'le': '0.24', 'lle': '1.92', 'sei': '6.72'}",CHEMBL51623,,CHEMBL51623,4.50,0,http://www.openphacts.org/units/Nanomolar,86324,=,1,1,=,,IC50,nM,,32000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,32.0
,,346428,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc4c(N(C)C)cccc34)[C@H]12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '12.01', 'le': '0.23', 'lle': '4.03', 'sei': '6.58'}",CHEMBL299435,,CHEMBL299435,6.47,1,http://www.openphacts.org/units/Nanomolar,86332,=,1,1,=,,IC50,nM,,340.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,0.34
,,349092,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)OCc1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL298633,,CHEMBL298633,,0,http://www.openphacts.org/units/Nanomolar,86338,=,1,1,=,,IC50,nM,,126000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,126.0
,,349093,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C(C)(C)C)[C@H]2CCN(C(=O)OCc3ccccc3)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL50036,,CHEMBL50036,,0,http://www.openphacts.org/units/Nanomolar,86325,>,1,1,>,,IC50,nM,,500000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,500.0
,,349094,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)[C@@H]2[C@@H]1CCN2C(=O)[C@@H]1CCCN1C(=O)c1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '11.22', 'le': '0.21', 'lle': '3.01', 'sei': '5.51'}",CHEMBL298136,,CHEMBL298136,4.30,0,http://www.openphacts.org/units/Nanomolar,86319,=,1,1,=,,IC50,nM,,50000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,50.0
,,350390,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)CCO)[C@H]2CCN(C(=O)OCc3ccccc3)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL51822,,CHEMBL51822,,0,http://www.openphacts.org/units/Nanomolar,86339,=,1,1,=,,IC50,nM,,133000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,133.0
,,350391,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3cccc(C(=O)N(C)C)c3)[C@H]12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '11.33', 'le': '0.22', 'lle': '4.92', 'sei': '5.07'}",CHEMBL300182,,CHEMBL300182,5.85,0,http://www.openphacts.org/units/Nanomolar,86328,=,1,1,=,,IC50,nM,,1400.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1.4
,,351798,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@H](C)[C@H]2[C@H]1CCN2C(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2c(N(C)C)cccc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL50828,,CHEMBL50828,,0,http://www.openphacts.org/units/Nanomolar,86333,>,1,1,>,,IC50,nM,,500000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,500.0
,,353254,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1CC1C(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)OCc1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '14.03', 'le': '0.26', 'lle': '2.57', 'sei': '7.47'}",CHEMBL296157,,CHEMBL296157,5.00,0,http://www.openphacts.org/units/Nanomolar,86303,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,10.0
,,359056,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)OCc1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '12.97', 'le': '0.24', 'lle': '2.31', 'sei': '6.13'}",CHEMBL50073,,CHEMBL50073,4.10,0,http://www.openphacts.org/units/Nanomolar,86335,=,1,1,=,,IC50,nM,,79000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,79.0
,,359058,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(NS(=O)(=O)c1cccc2c(N(C)C)cccc12)C(=O)N1CC[C@@H]2[C@@H]1[C@@H](C)C(=O)N2C(=O)C1CC1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '10.06', 'le': '0.20', 'lle': '3.19', 'sei': '4.81'}",CHEMBL417361,,CHEMBL417361,5.16,0,http://www.openphacts.org/units/Nanomolar,86330,=,1,1,=,,IC50,nM,,7000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,7.0
,,359059,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)Cc3cccc(N(C)C)c3)[C@H]12,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '11.26', 'le': '0.22', 'lle': '4.23', 'sei': '5.75'}",CHEMBL298940,,CHEMBL298940,5.66,0,http://www.openphacts.org/units/Nanomolar,86327,=,1,1,=,,IC50,nM,,2200.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,2.2
,,360423,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@@H](C)C2[C@@H]1CCN2C(=O)COc1ccccc1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '13.28', 'le': '0.25', 'lle': '3.14', 'sei': '6.28'}",CHEMBL51153,,CHEMBL51153,4.20,0,http://www.openphacts.org/units/Nanomolar,86315,=,1,1,=,,IC50,nM,,63000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,63.0
,,360438,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)[C@H](C)C2[C@H]1CCN2C(=O)OCc1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL423120,,CHEMBL423120,,0,http://www.openphacts.org/units/Nanomolar,86307,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,1000.0
,,361579,[],CHEMBL767341,Inhibition of Human cytomegalo virus(HCMV) protease activity measured by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N1C(=O)C(C)C2C1CCN2C(=O)OCc1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1135388,J Med Chem,2002,,CHEMBL300717,,CHEMBL300717,,0,http://www.openphacts.org/units/Nanomolar,86297,=,1,1,=,,IC50,nM,,110000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,110.0
,,361581,[],CHEMBL767340,Concentration required for inhibition of human cytomegalo virus (HCMV) protease activity.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Oc1cccc(S(=O)(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3C(=O)C2CC2)c1,,,CHEMBL1135388,J Med Chem,2002,"{'bei': '8.31', 'le': '0.16', 'lle': '2.18', 'sei': '4.01'}",CHEMBL301715,,CHEMBL301715,4.19,1,http://www.openphacts.org/units/Nanomolar,86326,=,1,1,=,,IC50,nM,,65000.0,CHEMBL3771,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),Human herpes virus 5 capsid protein P40,10360,,,IC50,uM,UO_0000065,,65.0
